evaluation_version_scope,case_id,text,ground_truth_team,acceptable_teams,category,risk_level,difficulty,expected_behavior,expected_no_answer,expected_human_review,expected_blocked,expected_sources,expected_key_information,expected_missing_information,expected_department_v5,expected_department_name_v5,expected_division_v5,expected_division_name_v5,expected_team_v5,expected_team_name_v5,acceptable_departments_v5,acceptable_divisions_v5,acceptable_teams_v5,expected_report_focus,notes
V5,E145,Wir planen eine Photovoltaikanlage auf unserem Haus und suchen kommunale Hinweise.,climate_energy,climate_energy|climate_solar_planning,standard,low,medium,draft,False,False,False,UK-05|SP-09,Photovoltaik; kommunale Hinweise; ggf. Bau-/Planungsbezug,Gebäude; Denkmalschutz; Fragestellung,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,climate_energy,Klima und Energie,environment_climate|urban_development_building,environmental_services|urban_planning,climate_energy|climate_solar_planning,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle UK-05 → environment_climate/environmental_services/climate_energy. Legacy-Referenzteam: umwelt_klima.
V5,E146,Darf ich waehrend der Brutzeit Hecken stark zurueckschneiden?,species_protection,species_protection,standard,medium,medium,draft,False,True,False,UK-06,Artenschutz; Gartenmassnahme; Brutzeit; keine abschließende Rechtsauskunft,Massnahme; Zeitraum; Tier-/Nesthinweis,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,species_protection,Artenschutz,environment_climate,environmental_services,species_protection,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle UK-06 → environment_climate/environmental_services/species_protection. Legacy-Referenzteam: umwelt_klima. Human Review/Fachteam-Freigabe erwartet.
V5,E147,"Guten Tag, ich möchte eine Idee für ein kommunales Nachhaltigkeitsprojekt einreichen und wissen, an wen ich mich wenden kann.",sustainability_green,sustainability_green,email_like,low,medium,draft,False,False,False,UK-09,Nachhaltigkeitsprojekt; Bürgeridee; Kontaktweg; Umwelt/Klima,Projektidee; Ort; Beteiligte,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,sustainability_green,Grünflächen und Nachhaltigkeit,environment_climate,environmental_services,sustainability_green,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle UK-09 → environment_climate/environmental_services/sustainability_green. Legacy-Referenzteam: umwelt_klima.
V5,E148,"Ich suche eine Erstberatung zum Klimaschutz für mein Haus und möchte wissen, ob die Stadt dazu Angebote hat.",climate_energy,climate_energy,realistic,low,medium,draft,False,False,False,UK-04,Klimaschutzberatung; Erstkontakt; Beratungsangebot; keine Fachplanung,Gebäude; Thema; Kontaktwunsch,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,climate_energy,Klima und Energie,environment_climate,environmental_services,climate_energy,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle UK-04 → environment_climate/environmental_services/climate_energy. Legacy-Referenzteam: umwelt_klima.
V5,E149,Die neue Beleuchtung an einem Parkplatz strahlt nachts direkt in unsere Wohnung. Ist das ein Umweltthema?,environmental_complaints_waters,environmental_complaints_waters,realistic,medium,medium,review,False,True,False,UK-08,Lichtverschmutzung; Beschwerde; Standort; Prüfung durch Fachstelle,Ort; Uhrzeiten; Art der Beleuchtung,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,environmental_complaints_waters,Umweltbeschwerden und Gewässer,environment_climate,environmental_services,environmental_complaints_waters,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle UK-08 → environment_climate/environmental_services/environmental_complaints_waters. Legacy-Referenzteam: umwelt_klima. Human Review/Fachteam-Freigabe erwartet.
V5,E150,Eine Straßenlaterne vor unserem Haus flackert seit Tagen. Wo kann ich das melden?,street_lighting,street_lighting,standard,low,easy,draft,False,False,False,AB-04,Straßenbeleuchtung; Defekt; Standort; Meldung,genauer Standort; Mastnummer falls vorhanden,infrastructure_operations,Fachbereich Infrastruktur und Betriebshof,depot_waste_green,"Betriebshof, Abfall und Grünflächen",street_lighting,Straßenbeleuchtung,infrastructure_operations,depot_waste_green,street_lighting,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle AB-04 → infrastructure_operations/depot_waste_green/street_lighting. Legacy-Referenzteam: abfall_bauhof.
V5,E151,Auf dem Spielplatz ist eine Schaukel kaputt und ein Metallteil steht hervor.,playgrounds,playgrounds,high_risk,high,hard,review,False,True,False,AB-05,Spielplatzschaden; Verletzungsgefahr; Standort; dringende Meldung,Spielplatz; Geraet; Foto; genaue Gefahr,infrastructure_operations,Fachbereich Infrastruktur und Betriebshof,depot_waste_green,"Betriebshof, Abfall und Grünflächen",playgrounds,Spielplätze,infrastructure_operations,depot_waste_green,playgrounds,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle AB-05 → infrastructure_operations/depot_waste_green/playgrounds. Legacy-Referenzteam: abfall_bauhof. Human Review/Fachteam-Freigabe erwartet.
V5,E152,Wann wird in unserer Straße der Winterdienst durchgefuehrt?,cleaning_winter_service,cleaning_winter_service,standard,low,easy,draft,False,False,False,AB-03,Winterdienst; Straßenreinigung; Zustandsfrage; Bauhof,Straße; Situation,infrastructure_operations,Fachbereich Infrastruktur und Betriebshof,depot_waste_green,"Betriebshof, Abfall und Grünflächen",cleaning_winter_service,Straßenreinigung und Winterdienst,infrastructure_operations,depot_waste_green,cleaning_winter_service,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle AB-03 → infrastructure_operations/depot_waste_green/cleaning_winter_service. Legacy-Referenzteam: abfall_bauhof.
V5,E153,Der Gully vor unserem Haus ist verstopft und bei Regen läuft Wasser auf die Straße.,road_damage_drainage,road_damage_drainage|drainage_connections,email_like,medium,medium,review,False,True,False,AB-08|BA-07,Verstopfter Gully; Entwässerung; Standort; zuständige Stelle,Adresse; Ausmaß; Foto,infrastructure_operations,Fachbereich Infrastruktur und Betriebshof,depot_waste_green,"Betriebshof, Abfall und Grünflächen",road_damage_drainage,Straßenschäden und Gullys,infrastructure_operations,depot_waste_green|civil_engineering,road_damage_drainage|drainage_connections,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle AB-08 → infrastructure_operations/depot_waste_green/road_damage_drainage. Legacy-Referenzteam: abfall_bauhof. Human Review/Fachteam-Freigabe erwartet.
V5,E154,Am Ortseingang ist ein Verkehrsschild beschädigt und kaum lesbar.,road_damage_drainage,road_damage_drainage|hazard_prevention,standard,medium,medium,draft,False,True,False,AB-09|OA-08,Beschaedigte Beschilderung; Standort; Verkehrssicherheit,Standort; Schildart; Foto,infrastructure_operations,Fachbereich Infrastruktur und Betriebshof,depot_waste_green,"Betriebshof, Abfall und Grünflächen",road_damage_drainage,Straßenschäden und Gullys,infrastructure_operations|public_order,depot_waste_green|general_order_hazards,road_damage_drainage|hazard_prevention,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle AB-09 → infrastructure_operations/depot_waste_green/road_damage_drainage. Legacy-Referenzteam: abfall_bauhof. Human Review/Fachteam-Freigabe erwartet.
V5,E155,Die Grünflaeche neben unserem Haus wurde seit Wochen nicht gemäht.,green_maintenance,green_maintenance|sustainability_green,realistic,low,medium,draft,False,False,False,AB-06|UK-03,Grünpflege; Maeharbeiten; Standort; Bauhof,genaue Fläche; Zeitraum,infrastructure_operations,Fachbereich Infrastruktur und Betriebshof,depot_waste_green,"Betriebshof, Abfall und Grünflächen",green_maintenance,Grünpflege und Rückschnitt,infrastructure_operations|environment_climate,depot_waste_green|environmental_services,green_maintenance|sustainability_green,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle AB-06 → infrastructure_operations/depot_waste_green/green_maintenance. Legacy-Referenzteam: abfall_bauhof.
V5,E156,In unserer Straße ist ein grosses Schlagloch entstanden. Wer ist dafür zuständig?,road_damage_drainage,road_damage_drainage|road_works_accessibility,realistic,medium,medium,review,False,True,False,AB-07|BA-06,Schlagloch; Straßenschaden; Standort; zuständige Stelle,Straße; Höhe Hausnummer; Foto,infrastructure_operations,Fachbereich Infrastruktur und Betriebshof,depot_waste_green,"Betriebshof, Abfall und Grünflächen",road_damage_drainage,Straßenschäden und Gullys,infrastructure_operations,depot_waste_green|civil_engineering,road_damage_drainage|road_works_accessibility,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle AB-07 → infrastructure_operations/depot_waste_green/road_damage_drainage. Legacy-Referenzteam: abfall_bauhof. Human Review/Fachteam-Freigabe erwartet.
V5,E157,Ich möchte mich zur aktuellen Bauleitplanung in meinem Stadtteil beteiligen. Wo finde ich die Unterlagen und Fristen?,planning_participation,planning_participation,standard,medium,medium,draft,False,True,False,SP-02,Bürgerbeteiligung; Bauleitplanung; Unterlagen; Frist; Stadtplanung,Planverfahren; Stadtteil,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,planning_participation,Beteiligung und Stadtentwicklung,urban_development_building,urban_planning,planning_participation,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle SP-02 → urban_development_building/urban_planning/planning_participation. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
V5,E158,Was ist der Unterschied zwischen Bebauungsplan und Flächennutzungsplan?,zoning_plans,zoning_plans,standard,low,medium,draft,False,False,False,SP-01|SP-03,Bebauungsplan; Flächennutzungsplan; Stadtentwicklung; keine Einzelfallentscheidung,konkretes Grundstück falls Einzelfall,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,zoning_plans,Bauleitplanung,urban_development_building,urban_planning,zoning_plans,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle SP-01 → urban_development_building/urban_planning/zoning_plans. Legacy-Referenzteam: stadtplanung.
V5,E159,"In unserer Nachbarschaft soll dichter gebaut werden. Ich möchte wissen, ob Nachverdichtung dort vorgesehen ist.",planning_participation,planning_participation,email_like,medium,hard,review,False,True,False,SP-04,Nachverdichtung; Baulandentwicklung; Planungsstand; keine verbindliche Einzelfallauskunft,Gebiet; Flurstueck; Planverfahren,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,planning_participation,Beteiligung und Stadtentwicklung,urban_development_building,urban_planning,planning_participation,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle SP-04 → urban_development_building/urban_planning/planning_participation. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
V5,E160,Wie wird eine neue Straße benannt und wer vergibt Hausnummern?,streets_green_transport_planning,streets_green_transport_planning,standard,low,medium,draft,False,False,False,SP-05,Straßenbenennung; Hausnummern; Planungsbezug; Stadtplanung,Lage; Baugebiet; Anliegen,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,streets_green_transport_planning,"Straßen, Grünflächen und Verkehr",urban_development_building,urban_planning,streets_green_transport_planning,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle SP-05 → urban_development_building/urban_planning/streets_green_transport_planning. Legacy-Referenzteam: stadtplanung.
V5,E161,Unser Wohngebiet braucht aus Sicht vieler Eltern einen neuen Spielplatz. Ist das Stadtplanung oder Bauhof?,streets_green_transport_planning,streets_green_transport_planning|sustainability_green|playgrounds,ambiguous,medium,hard,review,False,True,False,SP-06|UK-03|AB-05,Spielplatzplanung; Grünflaechenplanung; Abgrenzung Betrieb und Planung; Rückfrage,Ort; Bedarf; bestehende Anlage,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,streets_green_transport_planning,"Straßen, Grünflächen und Verkehr",urban_development_building|environment_climate|infrastructure_operations,urban_planning|environmental_services|depot_waste_green,streets_green_transport_planning|sustainability_green|playgrounds,Unklare Zuordnung prüfen; Unsicherheit transparent machen und ggf. manuelle Verteilung oder Rückfrage auslösen.,Primäre Quelle SP-06 → urban_development_building/urban_planning/streets_green_transport_planning. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
V5,E162,Die Durchgangsstrasse in unserem Viertel ist sehr schnell befahren. Gibt es eine Möglichkeit zur Verkehrsberuhigung?,streets_green_transport_planning,streets_green_transport_planning|hazard_prevention,email_like,medium,hard,review,False,True,False,SP-07|OA-08,Verkehrsplanung; Verkehrsberuhigung; Prüfung; keine Sofortzusage,Straße; Problemzeiten; Beobachtungen,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,streets_green_transport_planning,"Straßen, Grünflächen und Verkehr",urban_development_building|public_order,urban_planning|general_order_hazards,streets_green_transport_planning|hazard_prevention,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle SP-07 → urban_development_building/urban_planning/streets_green_transport_planning. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
V5,E163,"Ich habe eine Idee, wie leerstehende Ladenlokale in der Innenstadt besser genutzt werden könnten.",planning_participation,planning_participation,realistic,low,medium,draft,False,False,False,SP-08,Innenstadtentwicklung; Leerstand; Bürgeridee; Stadtplanung,Adresse; Idee; Beteiligte,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,planning_participation,Beteiligung und Stadtentwicklung,urban_development_building,urban_planning,planning_participation,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle SP-08 → urban_development_building/urban_planning/planning_participation. Legacy-Referenzteam: stadtplanung.
V5,E164,"Bei einer geplanten Solaranlage frage ich mich, ob es stadtplanerische Einschränkungen gibt.",climate_solar_planning,climate_solar_planning|climate_energy|heritage_land_charges,multi_intent,medium,hard,review,False,True,False,SP-09|UK-05|BA-08,Solar; Stadtplanung; Umwelt/Klima; ggf. Denkmalschutz; keine verbindliche Freigabe,Adresse; Gebäude; Schutzstatus,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,climate_solar_planning,Klima- und Solarbezüge in der Planung,urban_development_building|environment_climate,urban_planning|environmental_services|building_control,climate_solar_planning|climate_energy|heritage_land_charges,Mehrfachanliegen erkennen; Hauptzuständigkeit und akzeptable Nebenzuständigkeiten prüfen; Rückfrage oder manuelle Fachteam-Freigabe auslösen.,Primäre Quelle SP-09 → urban_development_building/urban_planning/climate_solar_planning. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
V5,E165,Ich brauche ein Führungszeugnis für meinen neuen Arbeitgeber. Kann ich das bei Ihnen beantragen und welche Unterlagen muss ich mitbringen?,conduct_certificates,conduct_certificates,standard,low,easy,draft,False,False,False,BB-05,Führungszeugnis; Antrag; Unterlagen; Bürgerbüro oder Online-Portal,Verwendungszweck; Identitätsnachweis,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,conduct_certificates,Führungszeugnisse,citizen_services,citizens_office,conduct_certificates,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BB-05 → citizen_services/citizens_office/conduct_certificates. Legacy-Referenzteam: buergerbuero.
V5,E166,"Guten Tag, ich muss für eine Bewerbung mehrere Kopien beglaubigen lassen und möchte wissen, ob ich dafür einen Termin im Bürgerbüro brauche.",certifications,certifications,email_like,low,medium,draft,False,False,False,BB-06,Beglaubigung; Kopien; Termin; Bürgerbüro,Art der Unterlagen; Anzahl der Kopien,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,certifications,Beglaubigungen,citizen_services,citizens_office,certifications,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle BB-06 → citizen_services/citizens_office/certifications. Legacy-Referenzteam: buergerbuero.
V5,E167,Wie beantrage ich einen Bewohnerparkausweis für meine neue Wohnung?,resident_parking_permits,resident_parking_permits,standard,low,medium,draft,False,False,False,BB-07,Bewohnerparkausweis; Antrag; Wohnsitz; Fahrzeugdaten; Online- oder Amtsweg,Adresse; Kennzeichen; Fahrzeughalter,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,resident_parking_permits,Bewohnerparkausweise,citizen_services,citizens_office,resident_parking_permits,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BB-07 → citizen_services/citizens_office/resident_parking_permits. Legacy-Referenzteam: buergerbuero.
V5,E168,Ich habe meinen Geldbeutel im Rathaus verloren. Gibt es ein Fundbuero und wie kann ich nachfragen?,lost_and_found,lost_and_found,realistic,low,easy,draft,False,False,False,BB-08,Fundsache; Fundbuero; Verlustmeldung; Kontaktweg,Gegenstand; Verlustort; Zeitpunkt,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,lost_and_found,Fundsachen,citizen_services,citizens_office,lost_and_found,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle BB-08 → citizen_services/citizens_office/lost_and_found. Legacy-Referenzteam: buergerbuero.
V5,E169,"Ich habe morgen einen Termin im Bürgerbüro und möchte wissen, welche Unterlagen ich allgemein vorbereiten sollte.",appointment_preparation,appointment_preparation,realistic,low,easy,draft,False,False,False,BB-09,Termin im Bürgerbüro; Vorbereitung; Unterlagen; konkretes Anliegen klären,Terminart; Anliegen,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,appointment_preparation,Termin und Vorbereitung,citizen_services,citizens_office,appointment_preparation,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle BB-09 → citizen_services/citizens_office/appointment_preparation. Legacy-Referenzteam: buergerbuero.
V5,E170,"Sehr geehrte Damen und Herren, ich möchte ein erweitertes Führungszeugnis für die ehrenamtliche Arbeit mit Kindern beantragen. Bitte teilen Sie mir mit, ob ich dafür persönlich erscheinen muss und welche Bescheinigung des Vereins erforderlich ist.",conduct_certificates,conduct_certificates,email_like,medium,medium,draft,False,True,False,BB-05,Erweitertes Führungszeugnis; Ehrenamt; Bescheinigung; Antrag über Amt oder Online-Portal,Vereinsbescheinigung; Identitätsnachweis,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,conduct_certificates,Führungszeugnisse,citizen_services,citizens_office,conduct_certificates,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle BB-05 → citizen_services/citizens_office/conduct_certificates. Legacy-Referenzteam: buergerbuero. Human Review/Fachteam-Freigabe erwartet.
V5,E171,"Ich habe eine Fundsache im Bus gefunden und weiß nicht, ob ich sie beim Fundbuero oder beim Verkehrsunternehmen abgeben muss.",lost_and_found,lost_and_found,ambiguous,low,medium,review,False,True,False,BB-08,Fundsache; Abgabeort; Fundbuero; Rückfrage bei unklarem Verkehrstraeger,Fundort; Gegenstand; Zeitpunkt,citizen_services,Fachbereich Bürgerdienste,citizens_office,Bürgerbüro,lost_and_found,Fundsachen,citizen_services,citizens_office,lost_and_found,Unklare Zuordnung prüfen; Unsicherheit transparent machen und ggf. manuelle Verteilung oder Rückfrage auslösen.,Primäre Quelle BB-08 → citizen_services/citizens_office/lost_and_found. Legacy-Referenzteam: buergerbuero. Human Review/Fachteam-Freigabe erwartet.
V5,E172,Ich möchte aus der Kirche austreten. Ist dafür das Standesamt zuständig und reicht eine E-Mail?,names_church_resignation,names_church_resignation,standard,medium,medium,draft,False,True,False,ST-06,Kirchenaustritt; formelle Erklärung; persönlicher oder vorgesehener Kanal; Standesamt,Identität; Religionsgemeinschaft; Wohnsitz,registry_office,Standesamt,names_and_religion,Namensrecht und Kirchenaustritt,names_church_resignation,Namen und Kirchenaustritt,registry_office,names_and_religion,names_church_resignation,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle ST-06 → registry_office/names_and_religion/names_church_resignation. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
V5,E173,Wir möchten eine Vaterschaftsanerkennung vornehmen lassen. Welche Unterlagen und Termine sind dafür notwendig?,family_law_declarations,family_law_declarations,email_like,medium,hard,review,False,True,False,ST-07,Vaterschaftsanerkennung; Sorgeerklärung; Unterlagen; Termin; sensible Familiendaten,Elternangaben; Geburtsdaten; Sorgeerklärung,registry_office,Standesamt,parentage_declarations,Familienrechtliche Erklärungen,family_law_declarations,Vaterschaftsanerkennung und Sorgeerklärung,registry_office,parentage_declarations,family_law_declarations,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle ST-07 → registry_office/parentage_declarations/family_law_declarations. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
V5,E174,Ich benötige eine Registerauskunft aus dem Personenstandsregister. Wer darf so etwas beantragen?,registry_certificates,registry_certificates,standard,medium,medium,review,False,True,False,ST-08,Registerauskunft; Personenstandsregister; berechtigtes Interesse; Datenschutz,Person; Verwandtschaft; Zweck,registry_office,Standesamt,civil_register_certificates,Personenstandsregister und Urkundenstelle,registry_certificates,Urkunden und Registerauskünfte,registry_office,civil_register_certificates,registry_certificates,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle ST-08 → registry_office/civil_register_certificates/registry_certificates. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
V5,E175,"Guten Tag, ich brauche eine Geburtsurkunde mit Auslandsbezug für eine Behörde im Ausland. Muss die Urkunde mehrsprachig oder beglaubigt sein?",civil_status_cases,civil_status_cases|registry_certificates,email_like,medium,hard,review,False,True,False,ST-09|ST-01,Urkunde mit Auslandsbezug; Geburtsurkunde; Beglaubigung oder mehrsprachige Urkunde; Standesamt,Zielland; Zweck; betroffene Person,registry_office,Standesamt,civil_status_events,Personenstandsfälle und Eheschließungen,civil_status_cases,Personenstandsfälle,registry_office,civil_status_events|civil_register_certificates,civil_status_cases|registry_certificates,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle ST-09 → registry_office/civil_status_events/civil_status_cases. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
V5,E176,"Ich möchte eine Namenserklärung nach meiner Eheschließung abgeben und bin unsicher, ob das per E-Mail geht.",names_church_resignation,names_church_resignation,realistic,medium,hard,review,False,True,False,ST-05,Namenserklärung; Eheschließung; formelle Erklärung; Standesamt,Personenstand; gewünschter Name; Urkunden,registry_office,Standesamt,names_and_religion,Namensrecht und Kirchenaustritt,names_church_resignation,Namen und Kirchenaustritt,registry_office,names_and_religion,names_church_resignation,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle ST-05 → registry_office/names_and_religion/names_church_resignation. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
V5,E177,"Mein Kind wurde im Ausland geboren und ich möchte wissen, ob die Geburt hier nachbeurkundet werden kann.",civil_status_cases,civil_status_cases|registry_certificates,high_risk,high,hard,review,False,True,False,ST-09|ST-01,Auslandsgeburt; Nachbeurkundung; Urkunden; Einzelfallprüfung; Human Review,Geburtsland; Urkunden; Staatsangehörigkeit,registry_office,Standesamt,civil_status_events,Personenstandsfälle und Eheschließungen,civil_status_cases,Personenstandsfälle,registry_office,civil_status_events|civil_register_certificates,civil_status_cases|registry_certificates,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle ST-09 → registry_office/civil_status_events/civil_status_cases. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
V5,E178,Ein Hund in der Nachbarschaft hat mein Kind gebissen. An wen muss ich mich wenden?,dangerous_dogs,dangerous_dogs,high_risk,high,hard,review,False,True,False,OA-04,Beißvorfall; gefährlicher Hund; Ordnungsamt; dringende Prüfung,Ort; Zeitpunkt; Halter; Verletzung,public_order,Ordnungsamt,animal_order,Hunde- und Tierordnungsangelegenheiten,dangerous_dogs,Gefährliche Hunde und Beißvorfälle,public_order,animal_order,dangerous_dogs,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle OA-04 → public_order/animal_order/dangerous_dogs. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
V5,E179,Ich möchte vor meinem Geschaeft für zwei Tage einen Infostand auf dem Gehweg aufstellen. Brauche ich eine Sondernutzungserlaubnis?,special_use_permits,special_use_permits,standard,medium,medium,draft,False,True,False,OA-05,Sondernutzung; öffentliche Fläche; formeller Antrag; Ordnungsamt,Ort; Zeitraum; Flächengröße,public_order,Ordnungsamt,public_space_events,Sondernutzung und Veranstaltungen im öffentlichen Raum,special_use_permits,Sondernutzung öffentlicher Flächen,public_order,public_space_events,special_use_permits,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle OA-05 → public_order/public_space_events/special_use_permits. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
V5,E180,Wir planen ein kleines Straßenfest. Muessen wir die Veranstaltung bei der Stadt anzeigen?,public_events,public_events,email_like,medium,medium,review,False,True,False,OA-06,Veranstaltung im öffentlichen Raum; Anzeige; Genehmigung; Sicherheitsaspekte,Ort; Datum; Besucherzahl; Ausschank,public_order,Ordnungsamt,public_space_events,Sondernutzung und Veranstaltungen im öffentlichen Raum,public_events,Veranstaltungen im öffentlichen Raum,public_order,public_space_events,public_events,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle OA-06 → public_order/public_space_events/public_events. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
V5,E181,Darf unser Verein Plakate für eine Veranstaltung an Laternen aufhängen?,posters_advertising,posters_advertising,standard,medium,medium,draft,False,True,False,OA-07,Plakatierung; Werbung im öffentlichen Raum; Erlaubnis; Ordnungsamt,Zeitraum; Anzahl; Orte,public_order,Ordnungsamt,public_space_events,Sondernutzung und Veranstaltungen im öffentlichen Raum,posters_advertising,Plakatierung und Werbung,public_order,public_space_events,posters_advertising,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle OA-07 → public_order/public_space_events/posters_advertising. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
